ops.audio_microfrontend_op.audio_microfrontend
python.convert.toco_convert
python.interpreter.load_delegate
python.lite.convert
python.lite.convert
python.lite.convert
python.lite.convert
python.lite.convert
python.lite.convert
python.lite.convert
python.op_hint.convert_op_hints_to_stubs
authoring.authoring.compatible
python.tf2.enabled
core.ag_ctx.control_status_ctx
impl.api.tf_convert
impl.api.do_not_convert
impl.api.to_graph
impl.api.to_graph_v1
impl.api.to_code_v1
impl.api.to_code
lang.directives.set_loop_options
utils.ag_logging.set_verbosity
utils.ag_logging.trace
compat.compat.forward_compatible
compat.compat.forward_compatibility_horizon
compat.v2_compat.enable_v2_behavior
compat.v2_compat.disable_v2_behavior
mlir.mlir.convert_graph_def
mlir.mlir.convert_function
xla.jit.experimental_jit_scope
xla.xla.compile
ops.batching.dense_to_ragged_batch
ops.batching.dense_to_sparse_batch
ops.batching.map_and_batch_with_legacy_function
ops.batching.map_and_batch
ops.batching.unbatch
ops.cardinality.cardinality
ops.cardinality.assert_cardinality
ops.counter.CounterV2
ops.counter.CounterV1
ops.data_service_ops.distribute
ops.data_service_ops.register_dataset
ops.data_service_ops.from_dataset_id
ops.enumerate_ops.enumerate_dataset
ops.error_ops.ignore_errors
ops.get_single_element.get_single_element
ops.grouping.group_by_reducer
ops.grouping.group_by_window
ops.grouping.bucket_by_sequence_length
ops.interleave_ops.parallel_interleave
ops.interleave_ops.sample_from_datasets_v2
ops.interleave_ops.sample_from_datasets_v1
ops.interleave_ops.choose_from_datasets_v2
ops.interleave_ops.choose_from_datasets_v1
ops.io.save
ops.io.load
ops.iterator_ops.make_saveable_from_iterator
ops.lookup_ops.table_from_dataset
ops.lookup_ops.index_table_from_dataset
ops.parsing_ops.parse_example_dataset
ops.prefetching_ops.prefetch_to_device
ops.prefetching_ops.copy_to_device
ops.readers.make_csv_dataset_v2
ops.readers.make_csv_dataset_v1
ops.readers.make_batched_features_dataset_v2
ops.readers.make_batched_features_dataset_v1
ops.resampling.rejection_resample
ops.scan_ops.scan
ops.shuffle_ops.shuffle_and_repeat
ops.snapshot.snapshot
ops.take_while_ops.take_while
ops.unique.unique
ops.dataset_ops.make_one_shot_iterator
ops.dataset_ops.make_initializable_iterator
ops.dataset_ops.get_structure
ops.dataset_ops.get_legacy_output_classes
ops.dataset_ops.get_legacy_output_shapes
ops.dataset_ops.get_legacy_output_types
ops.dataset_ops.from_variant
ops.dataset_ops.to_variant
ops.dataset_ops.enable_debug_mode
ops.iterator_ops.get_next_as_optional
util.structure._TensorStructure
util.structure._SparseTensorStructure
util.structure._TensorArrayStructure
util.structure._RaggedTensorStructure
lib.check_numerics_callback.enable_check_numerics
lib.check_numerics_callback.disable_check_numerics
lib.dumping_callback.enable_dump_debug_info
lib.dumping_callback.disable_dump_debug_info
distribute.combinations.generate
distribute.distribute_lib.get_loss_reduction
distribute.distribution_strategy_context.variable_sync_on_read_context
distribute.distribution_strategy_context.get_replica_context
distribute.distribution_strategy_context.in_cross_replica_context
distribute.distribution_strategy_context.get_strategy
distribute.distribution_strategy_context.has_strategy
distribute.distribution_strategy_context.experimental_set_strategy
distribute.multi_process_runner.run
distribute.multi_process_runner.get_barrier
distribute.multi_process_runner.test_main
distribute.multi_worker_test_base.create_cluster_spec
dlpack.dlpack.to_dlpack
dlpack.dlpack.from_dlpack
eager.backprop.record_gradient
